datum_zajema,mesto,smer vetra [°],pm10 [µg/m³],padavine [mm],temperatura [°C],veter [m/s]
2023-03-19 16:30:00,lj_bezigrad,253.0,7.6,0.0,14.4,3.8
2023-03-19 17:00:00,lj_bezigrad,248.0,7.1,0.0,13.9,1.4
2023-03-19 17:30:00,lj_bezigrad,249.0,10.1,0.0,13.4,1.9
2023-03-19 18:00:00,lj_bezigrad,234.0,8.2,0.0,13.2,3.6
2023-03-19 18:30:00,lj_bezigrad,243.0,8.7,0.0,12.8,3.0
2023-03-19 19:00:00,lj_bezigrad,244.0,12.1,0.0,12.4,2.4
2023-03-19 19:30:00,lj_bezigrad,243.0,11.4,0.0,11.9,3.4
2023-03-19 20:00:00,lj_bezigrad,246.0,10.7,0.0,11.7,1.9
2023-03-19 20:30:00,lj_bezigrad,237.0,12.4,0.0,11.4,2.1
2023-03-19 21:00:00,lj_bezigrad,229.0,13.7,0.0,11.2,2.0
2023-03-19 21:30:00,lj_bezigrad,231.0,15.2,0.0,10.8,2.3
2023-03-19 22:00:00,lj_bezigrad,228.0,15.3,0.0,10.6,1.8
2023-03-19 22:30:00,lj_bezigrad,237.0,13.7,0.0,10.6,2.7
2023-03-19 23:00:00,lj_bezigrad,240.0,13.5,0.0,10.6,2.6
2023-03-19 23:30:00,lj_bezigrad,229.0,12.0,0.0,10.5,2.2
2023-03-20 00:00:00,lj_bezigrad,237.0,13.6,0.0,10.8,2.8
2023-03-20 00:30:00,lj_bezigrad,246.0,12.9,0.0,10.8,1.1
2023-03-20 01:00:00,lj_bezigrad,266.0,13.3,0.0,10.3,1.7
2023-03-20 01:30:00,lj_bezigrad,284.0,12.5,0.0,9.9,1.2
2023-03-20 02:00:00,lj_bezigrad,299.0,11.5,0.0,9.5,1.7
2023-03-20 02:30:00,lj_bezigrad,308.0,11.4,0.0,8.6,1.6
2023-03-20 03:00:00,lj_bezigrad,215.0,11.3,0.0,8.8,1.6
2023-03-20 03:30:00,lj_bezigrad,227.0,11.3,0.0,8.2,1.5
2023-03-20 04:00:00,lj_bezigrad,22.0,13.6,0.0,7.8,1.0
2023-03-20 04:30:00,lj_bezigrad,359.0,14.7,0.0,7.5,1.4
2023-03-20 05:00:00,lj_bezigrad,358.0,16.3,0.0,7.2,1.2
2023-03-20 05:30:00,lj_bezigrad,356.0,15.2,0.0,7.1,1.7
2023-03-20 06:00:00,lj_bezigrad,29.0,16.7,0.0,7.1,1.6
2023-03-20 06:30:00,lj_bezigrad,64.0,19.2,0.0,6.2,1.2
2023-03-20 07:00:00,lj_bezigrad,80.0,21.9,0.0,6.4,0.6
2023-03-20 07:30:00,lj_bezigrad,76.0,27.8,0.0,7.4,0.8
2023-03-20 08:00:00,lj_bezigrad,33.0,34.2,0.0,7.7,0.9
2023-03-20 08:30:00,lj_bezigrad,44.0,31.2,0.0,8.2,1.0
2023-03-20 09:00:00,lj_bezigrad,343.0,28.4,0.0,9.0,0.8
2023-03-20 09:30:00,lj_bezigrad,5.0,34.2,0.0,10.0,0.7
2023-03-20 10:00:00,lj_bezigrad,34.0,26.4,0.0,10.8,0.9
2023-03-20 10:30:00,lj_bezigrad,62.0,26.3,0.0,11.4,0.9
2023-03-20 11:00:00,lj_bezigrad,350.0,26.4,0.0,12.0,1.0
2023-03-20 11:30:00,lj_bezigrad,325.0,21.7,0.0,12.6,1.0
2023-03-20 12:00:00,lj_bezigrad,45.0,24.2,0.0,13.3,1.3
2023-03-20 12:30:00,lj_bezigrad,359.0,21.6,0.0,14.1,1.0
2023-03-20 13:00:00,lj_bezigrad,360.0,23.8,0.0,14.2,2.5
2023-03-20 13:30:00,lj_bezigrad,8.0,20.8,0.0,14.2,1.8
2023-03-20 14:00:00,lj_bezigrad,36.0,20.6,0.0,13.8,1.3
2023-03-20 14:30:00,lj_bezigrad,25.0,23.2,0.0,13.7,1.6
2023-03-20 15:00:00,lj_bezigrad,353.0,31.4,0.0,13.7,1.7
2023-03-20 15:30:00,lj_bezigrad,353.0,42.5,0.0,13.6,2.1
2023-03-20 16:00:00,lj_bezigrad,355.0,55.2,0.0,13.5,1.4
2023-03-20 16:30:00,lj_bezigrad,353.0,51.5,0.0,13.5,1.3
2023-03-20 17:00:00,lj_bezigrad,360.0,42.4,0.0,13.3,1.1
2023-03-20 17:30:00,lj_bezigrad,358.0,46.3,0.0,13.3,1.1
2023-03-20 18:00:00,lj_bezigrad,353.0,49.4,0.0,13.0,1.0
2023-03-20 18:30:00,lj_bezigrad,355.0,55.1,0.0,12.8,1.6
2023-03-20 19:00:00,lj_bezigrad,88.0,50.1,0.0,12.1,0.3
2023-03-20 19:30:00,lj_bezigrad,96.0,45.8,0.0,11.1,0.7
2023-03-20 20:00:00,lj_bezigrad,160.0,55.0,0.0,10.2,0.8
2023-03-20 20:30:00,lj_bezigrad,332.0,70.5,0.0,10.2,1.4
2023-03-20 21:00:00,lj_bezigrad,62.0,69.0,0.0,9.4,0.3
2023-03-20 21:30:00,lj_bezigrad,14.0,68.5,0.0,8.8,0.8
2023-03-20 22:00:00,lj_bezigrad,26.0,61.0,0.0,8.4,0.6
2023-03-20 22:30:00,lj_bezigrad,359.0,55.5,0.0,7.8,0.7
2023-03-20 23:00:00,lj_bezigrad,42.0,55.9,0.0,6.9,0.7
2023-03-20 23:30:00,lj_bezigrad,17.0,53.8,0.0,6.8,1.0
2023-03-21 00:00:00,lj_bezigrad,68.0,59.8,0.0,6.2,0.2
2023-03-21 00:30:00,lj_bezigrad,66.0,55.7,0.0,5.8,0.7
2023-03-21 01:00:00,lj_bezigrad,64.0,55.6,0.0,5.3,0.3
2023-03-21 01:30:00,lj_bezigrad,37.0,52.3,0.0,5.2,0.5
2023-03-21 02:00:00,lj_bezigrad,15.0,50.7,0.0,4.9,0.7
2023-03-21 02:30:00,lj_bezigrad,7.0,46.7,0.0,4.5,0.6
2023-03-21 03:00:00,lj_bezigrad,57.0,42.4,0.0,4.2,0.5
2023-03-21 03:30:00,lj_bezigrad,48.0,44.8,0.0,4.1,0.9
2023-03-21 04:00:00,lj_bezigrad,8.0,41.5,0.0,3.6,0.6
2023-03-21 04:30:00,lj_bezigrad,333.0,39.9,0.0,3.5,0.4
2023-03-21 05:00:00,lj_bezigrad,64.0,40.9,0.0,3.3,0.4
2023-03-21 05:30:00,lj_bezigrad,47.0,41.1,0.0,3.2,0.7
2023-03-21 06:00:00,lj_bezigrad,52.0,39.5,0.0,2.9,0.5
2023-03-21 06:30:00,lj_bezigrad,68.0,41.6,0.0,2.8,0.6
2023-03-21 07:00:00,lj_bezigrad,98.0,40.4,0.0,2.8,0.9
2023-03-21 07:30:00,lj_bezigrad,39.0,42.2,0.0,3.5,0.6
2023-03-21 08:00:00,lj_bezigrad,16.0,45.1,0.0,4.3,0.8
2023-03-21 08:30:00,lj_bezigrad,58.0,45.9,0.0,5.3,1.3
2023-03-21 09:00:00,lj_bezigrad,81.0,46.8,0.0,6.3,1.2
2023-03-21 09:30:00,lj_bezigrad,100.0,63.8,0.0,8.6,0.8
2023-03-21 10:00:00,lj_bezigrad,82.0,56.3,0.0,10.7,0.6
2023-03-21 10:30:00,lj_bezigrad,28.0,51.4,0.0,12.1,0.9
2023-03-21 11:00:00,lj_bezigrad,46.0,36.6,0.0,13.6,1.1
2023-03-21 11:30:00,lj_bezigrad,16.0,32.0,0.0,15.2,1.6
2023-03-21 12:00:00,lj_bezigrad,237.0,30.8,0.0,16.3,1.2
2023-03-21 12:30:00,lj_bezigrad,50.0,32.3,0.0,16.9,1.1
2023-03-21 13:00:00,lj_bezigrad,335.0,25.9,0.0,17.7,1.4
2023-03-21 13:30:00,lj_bezigrad,255.0,17.1,0.0,17.7,1.3
2023-03-21 14:00:00,lj_bezigrad,219.0,16.3,0.0,18.4,1.0
2023-03-21 14:30:00,lj_bezigrad,204.0,12.7,0.0,18.9,1.1
2023-03-21 15:00:00,lj_bezigrad,265.0,9.1,0.0,18.5,0.9
2023-03-21 15:30:00,lj_bezigrad,323.0,9.1,0.0,19.1,0.9
2023-03-21 16:00:00,lj_bezigrad,73.0,8.2,0.0,19.1,1.2
2023-03-21 16:30:00,lj_bezigrad,213.0,10.8,0.0,19.3,2.2
2023-03-21 17:00:00,lj_bezigrad,206.0,13.3,0.0,18.7,2.1
2023-03-21 17:30:00,lj_bezigrad,182.0,15.7,0.0,17.9,1.4
2023-03-21 18:00:00,lj_bezigrad,162.0,19.2,0.0,17.1,1.3
2023-03-21 18:30:00,lj_bezigrad,168.0,24.4,0.0,15.3,0.7
2023-03-21 19:00:00,lj_bezigrad,164.0,22.3,0.0,14.1,0.8
2023-03-21 19:30:00,lj_bezigrad,220.0,36.4,0.0,13.6,1.4
2023-03-21 20:00:00,lj_bezigrad,144.0,30.8,0.0,13.4,0.9
2023-03-21 20:30:00,lj_bezigrad,226.0,24.3,0.0,12.6,0.9
2023-03-21 21:00:00,lj_bezigrad,182.0,27.8,0.0,11.5,0.8
2023-03-21 21:30:00,lj_bezigrad,303.0,34.5,0.0,10.8,0.7
2023-03-21 22:00:00,lj_bezigrad,321.0,39.5,0.0,10.5,0.8
2023-03-21 22:30:00,lj_bezigrad,305.0,42.4,0.0,9.7,1.2
2023-03-21 23:00:00,lj_bezigrad,308.0,49.2,0.0,9.6,0.9
2023-03-21 23:30:00,lj_bezigrad,105.0,53.3,0.0,9.1,1.0
2023-03-22 00:00:00,lj_bezigrad,64.0,45.6,0.0,8.8,0.5
2023-03-22 00:30:00,lj_bezigrad,70.0,41.8,0.0,8.3,0.3
2023-03-22 01:00:00,lj_bezigrad,58.0,43.7,0.0,7.8,0.9
2023-03-22 01:30:00,lj_bezigrad,71.0,44.1,0.0,7.5,0.9
2023-03-22 02:00:00,lj_bezigrad,16.0,40.7,0.0,6.9,0.8
2023-03-22 02:30:00,lj_bezigrad,3.0,37.2,0.0,6.5,0.8
2023-03-22 03:00:00,lj_bezigrad,74.0,31.9,0.0,6.7,0.5
2023-03-22 03:30:00,lj_bezigrad,83.0,33.0,0.0,6.6,0.7
2023-03-22 04:00:00,lj_bezigrad,72.0,32.7,0.0,6.3,0.4
2023-03-22 04:30:00,lj_bezigrad,40.0,34.1,0.0,6.2,0.7
2023-03-22 05:00:00,lj_bezigrad,71.0,36.3,0.0,5.9,0.6
2023-03-22 05:30:00,lj_bezigrad,20.0,35.6,0.0,5.7,0.8
2023-03-22 06:00:00,lj_bezigrad,353.0,33.1,0.0,5.8,0.4
2023-03-22 06:30:00,lj_bezigrad,150.0,35.2,0.0,6.0,0.4
2023-03-22 07:00:00,lj_bezigrad,86.0,34.1,0.0,6.5,0.5
2023-03-22 07:30:00,lj_bezigrad,86.0,37.1,0.0,7.0,0.5
2023-03-22 08:00:00,lj_bezigrad,34.0,40.7,0.0,7.5,0.9
2023-03-22 08:30:00,lj_bezigrad,90.0,43.2,0.0,7.9,0.6
2023-03-22 09:00:00,lj_bezigrad,50.0,46.8,0.0,8.5,0.8
2023-03-22 09:30:00,lj_bezigrad,36.0,43.7,0.0,9.7,0.9
2023-03-22 10:00:00,lj_bezigrad,47.0,53.9,0.0,10.9,0.9
2023-03-22 10:30:00,lj_bezigrad,101.0,50.5,0.0,12.6,0.8
2023-03-22 11:00:00,lj_bezigrad,49.0,44.8,0.0,13.1,1.2
2023-03-22 11:30:00,lj_bezigrad,57.0,35.4,0.0,14.7,1.6
2023-03-22 12:00:00,lj_bezigrad,103.0,38.9,0.0,16.4,1.5
2023-03-22 12:30:00,lj_bezigrad,42.0,41.7,0.0,17.7,1.9
2023-03-22 13:00:00,lj_bezigrad,76.0,40.3,0.0,18.8,1.7
2023-03-22 13:30:00,lj_bezigrad,45.0,39.9,0.0,20.0,1.8
2023-03-22 14:00:00,lj_bezigrad,219.0,27.3,0.0,21.2,2.8
2023-03-22 14:30:00,lj_bezigrad,239.0,20.5,0.0,21.5,3.8
2023-03-22 15:00:00,lj_bezigrad,216.0,21.0,0.0,21.3,4.2
2023-03-22 15:30:00,lj_bezigrad,225.0,21.4,0.0,20.8,4.7
2023-03-22 16:00:00,lj_bezigrad,223.0,20.5,0.0,20.6,4.8
2023-03-22 16:30:00,lj_bezigrad,227.0,19.2,0.0,20.0,4.8
2023-03-22 17:00:00,lj_bezigrad,227.0,20.6,0.0,19.4,4.8
2023-03-22 17:30:00,lj_bezigrad,225.0,16.2,0.0,18.7,4.2
2023-03-22 18:00:00,lj_bezigrad,237.0,16.6,0.0,17.8,3.5
2023-03-22 18:30:00,lj_bezigrad,241.0,18.7,0.0,17.1,3.0
2023-03-22 19:00:00,lj_bezigrad,241.0,18.0,0.0,16.5,2.7
2023-03-22 19:30:00,lj_bezigrad,248.0,18.0,0.0,16.1,2.1
2023-03-22 20:00:00,lj_bezigrad,225.0,25.4,0.0,15.2,1.8
2023-03-22 20:30:00,lj_bezigrad,185.0,35.3,0.0,14.2,0.6
2023-03-22 21:00:00,lj_bezigrad,215.0,35.5,0.0,13.8,2.7
2023-03-22 21:30:00,lj_bezigrad,218.0,29.2,0.0,13.7,2.8
2023-03-22 22:00:00,lj_bezigrad,224.0,28.4,0.0,13.2,2.3
2023-03-22 22:30:00,lj_bezigrad,210.0,24.5,0.0,12.9,2.8
2023-03-22 23:00:00,lj_bezigrad,216.0,23.5,0.0,12.8,3.4
2023-03-22 23:30:00,lj_bezigrad,211.0,21.5,0.0,12.3,3.3
2023-03-23 00:00:00,lj_bezigrad,213.0,20.9,0.0,11.8,1.5
2023-03-23 00:30:00,lj_bezigrad,303.0,28.9,0.0,10.4,1.0
2023-03-23 01:00:00,lj_bezigrad,106.0,37.1,0.0,9.3,0.3
2023-03-23 01:30:00,lj_bezigrad,41.0,34.0,0.0,8.9,0.5
2023-03-23 02:00:00,lj_bezigrad,20.0,32.4,0.0,8.1,1.1
2023-03-23 02:30:00,lj_bezigrad,56.0,36.1,0.0,7.7,1.2
2023-03-23 03:00:00,lj_bezigrad,61.0,34.9,0.0,7.5,0.7
2023-03-23 03:30:00,lj_bezigrad,58.0,34.7,0.0,7.0,0.6
2023-03-23 04:00:00,lj_bezigrad,90.0,33.6,0.0,6.4,0.7
2023-03-23 04:30:00,lj_bezigrad,60.0,31.9,0.0,6.4,1.1
2023-03-23 05:00:00,lj_bezigrad,58.0,31.2,0.0,6.0,0.5
2023-03-23 05:30:00,lj_bezigrad,47.0,34.0,0.0,5.9,0.6
2023-03-23 06:00:00,lj_bezigrad,48.0,33.2,0.0,5.6,0.6
2023-03-23 06:30:00,lj_bezigrad,21.0,33.9,0.0,5.6,0.9
2023-03-23 07:00:00,lj_bezigrad,55.0,36.3,0.0,6.0,0.9
2023-03-23 07:30:00,lj_bezigrad,19.0,38.9,0.0,6.2,1.0
2023-03-23 08:00:00,lj_bezigrad,60.0,42.7,0.0,7.2,1.2
2023-03-23 08:30:00,lj_bezigrad,54.0,50.4,0.0,8.6,1.3
2023-03-23 09:00:00,lj_bezigrad,52.0,49.6,0.0,9.8,1.3
2023-03-23 09:30:00,lj_bezigrad,56.0,43.4,0.0,11.3,1.6
2023-03-23 10:00:00,lj_bezigrad,76.0,47.9,0.0,13.2,1.5
2023-03-23 10:30:00,lj_bezigrad,58.0,45.3,0.0,14.1,1.7
2023-03-23 11:00:00,lj_bezigrad,75.0,42.6,0.0,15.7,1.2
2023-03-23 11:30:00,lj_bezigrad,97.0,37.6,0.0,17.3,1.0
2023-03-23 12:00:00,lj_bezigrad,220.0,32.7,0.0,19.3,2.9
2023-03-23 12:30:00,lj_bezigrad,218.0,22.8,0.0,19.7,4.4
2023-03-23 13:00:00,lj_bezigrad,216.0,19.1,0.0,19.7,4.1
2023-03-23 13:30:00,lj_bezigrad,233.0,16.9,0.0,20.1,5.2
2023-03-23 14:00:00,lj_bezigrad,231.0,20.4,0.0,20.0,5.3
2023-03-23 14:30:00,lj_bezigrad,231.0,19.8,0.0,20.1,5.6
2023-03-23 15:00:00,lj_bezigrad,224.0,16.2,0.0,20.5,4.9
2023-03-23 15:30:00,lj_bezigrad,220.0,17.8,0.0,20.5,5.2
2023-03-23 16:00:00,lj_bezigrad,219.0,27.5,0.0,20.3,4.6
2023-03-23 16:30:00,lj_bezigrad,215.0,16.9,0.0,19.8,4.1
2023-03-23 17:00:00,lj_bezigrad,229.0,17.2,0.0,19.4,4.6
2023-03-23 17:30:00,lj_bezigrad,235.0,16.4,0.0,18.5,3.9
2023-03-23 18:00:00,lj_bezigrad,243.0,12.7,0.0,17.7,4.4
2023-03-23 18:30:00,lj_bezigrad,239.0,14.0,0.0,17.0,3.2
2023-03-23 19:00:00,lj_bezigrad,243.0,15.3,0.0,16.5,3.6
2023-03-23 19:30:00,lj_bezigrad,241.0,15.6,0.0,15.7,2.4
2023-03-23 20:00:00,lj_bezigrad,230.0,18.4,0.0,15.3,2.3
2023-03-23 20:30:00,lj_bezigrad,251.0,15.2,0.0,15.3,1.8
2023-03-23 21:00:00,lj_bezigrad,231.0,19.2,0.0,14.1,2.4
2023-03-23 21:30:00,lj_bezigrad,215.0,15.8,0.0,13.7,2.0
2023-03-23 22:00:00,lj_bezigrad,227.0,14.2,0.0,13.4,2.3
2023-03-23 22:30:00,lj_bezigrad,232.0,10.2,0.0,13.5,2.1
2023-03-23 23:00:00,lj_bezigrad,238.0,11.5,0.0,12.9,2.0
2023-03-23 23:30:00,lj_bezigrad,223.0,13.6,0.0,11.4,1.4
2023-03-24 00:00:00,lj_bezigrad,237.0,12.8,0.0,11.2,1.8
2023-03-24 00:30:00,lj_bezigrad,237.0,12.8,0.0,11.9,3.0
2023-03-24 01:00:00,lj_bezigrad,232.0,11.6,0.0,12.2,2.4
2023-03-24 01:30:00,lj_bezigrad,235.0,12.3,0.0,11.9,2.1
2023-03-24 02:00:00,lj_bezigrad,230.0,12.4,0.0,11.2,2.0
2023-03-24 02:30:00,lj_bezigrad,305.0,14.7,0.0,9.7,0.8
2023-03-24 03:00:00,lj_bezigrad,311.0,19.2,0.0,8.7,1.7
2023-03-24 03:30:00,lj_bezigrad,334.0,24.6,0.0,8.4,1.8
2023-03-24 04:00:00,lj_bezigrad,331.0,24.4,0.0,7.8,1.4
2023-03-24 04:30:00,lj_bezigrad,30.0,23.8,0.0,7.5,1.2
2023-03-24 05:00:00,lj_bezigrad,353.0,24.5,0.0,6.9,0.9
2023-03-24 05:30:00,lj_bezigrad,101.0,25.1,0.0,6.6,0.8
2023-03-24 06:00:00,lj_bezigrad,86.0,26.9,0.0,6.2,1.0
2023-03-24 06:30:00,lj_bezigrad,22.0,29.1,0.0,6.4,0.7
2023-03-24 07:00:00,lj_bezigrad,69.0,30.4,0.0,7.0,1.1
2023-03-24 07:30:00,lj_bezigrad,23.0,30.9,0.0,7.8,0.9
2023-03-24 08:00:00,lj_bezigrad,243.0,32.6,0.0,10.8,3.4
2023-03-24 08:30:00,lj_bezigrad,237.0,14.0,0.0,13.9,2.8
2023-03-24 09:00:00,lj_bezigrad,238.0,14.3,0.0,14.4,3.3
2023-03-24 09:30:00,lj_bezigrad,230.0,10.8,0.0,15.8,3.3
2023-03-24 10:00:00,lj_bezigrad,219.0,17.2,0.0,16.6,3.0
2023-03-24 10:30:00,lj_bezigrad,233.0,13.3,0.0,17.7,4.6
2023-03-24 11:00:00,lj_bezigrad,226.0,14.1,0.0,17.9,4.2
2023-03-24 11:30:00,lj_bezigrad,243.0,15.5,0.0,19.3,4.7
2023-03-24 12:00:00,lj_bezigrad,275.0,17.8,0.0,19.2,3.7
2023-03-24 12:30:00,lj_bezigrad,285.0,12.5,0.0,19.3,4.2
2023-03-24 13:00:00,lj_bezigrad,272.0,13.7,0.0,18.8,4.3
2023-03-24 13:30:00,lj_bezigrad,260.0,15.5,0.0,19.2,5.0
2023-03-24 14:00:00,lj_bezigrad,271.0,13.6,0.0,18.9,5.9
2023-03-24 14:30:00,lj_bezigrad,270.0,14.6,0.0,18.4,4.9
2023-03-24 15:00:00,lj_bezigrad,246.0,19.7,0.0,18.8,4.4
2023-03-24 15:30:00,lj_bezigrad,275.0,19.5,0.0,17.9,4.9
2023-03-24 16:00:00,lj_bezigrad,254.0,16.1,0.0,16.8,4.5
2023-03-24 16:30:00,lj_bezigrad,243.0,18.1,0.0,15.8,6.0
2023-03-24 17:00:00,lj_bezigrad,244.0,22.8,0.0,15.7,4.5
2023-03-24 17:30:00,lj_bezigrad,246.0,25.4,0.0,14.7,4.0
2023-03-24 18:00:00,lj_bezigrad,257.0,21.3,0.0,14.3,2.9
2023-03-24 18:30:00,lj_bezigrad,243.0,21.5,0.0,14.0,3.3
2023-03-24 19:00:00,lj_bezigrad,249.0,22.4,0.0,14.0,3.7
2023-03-24 19:30:00,lj_bezigrad,247.0,23.9,0.0,14.0,2.7
2023-03-24 20:00:00,lj_bezigrad,255.0,23.6,0.0,14.0,3.0
2023-03-24 20:30:00,lj_bezigrad,271.0,21.9,0.0,13.9,2.8
2023-03-24 21:00:00,lj_bezigrad,273.0,19.6,0.0,13.9,2.6
2023-03-24 21:30:00,lj_bezigrad,262.0,17.0,0.0,13.9,2.4
2023-03-24 22:00:00,lj_bezigrad,253.0,16.9,0.0,13.9,2.6
2023-03-24 22:30:00,lj_bezigrad,241.0,15.3,0.0,13.8,3.2
2023-03-24 23:00:00,lj_bezigrad,236.0,14.6,0.0,13.6,3.3
2023-03-24 23:30:00,lj_bezigrad,233.0,11.8,0.0,13.5,3.7
2023-03-25 00:00:00,lj_bezigrad,233.0,12.3,0.0,13.4,4.5
2023-03-25 00:30:00,lj_bezigrad,241.0,12.2,0.0,13.2,3.5
2023-03-25 01:00:00,lj_bezigrad,234.0,11.0,0.0,13.2,2.2
2023-03-25 01:30:00,lj_bezigrad,245.0,11.3,0.0,13.0,2.0
2023-03-25 02:00:00,lj_bezigrad,234.0,11.1,0.0,12.9,2.4
2023-03-25 02:30:00,lj_bezigrad,227.0,10.6,0.0,12.8,1.9
2023-03-25 03:00:00,lj_bezigrad,307.0,10.2,0.0,12.7,0.6
2023-03-25 03:30:00,lj_bezigrad,266.0,11.5,0.0,12.7,1.6
2023-03-25 04:00:00,lj_bezigrad,239.0,11.3,0.0,12.7,1.4
2023-03-25 04:30:00,lj_bezigrad,244.0,11.6,0.0,12.6,1.5
2023-03-25 05:00:00,lj_bezigrad,328.0,11.8,0.0,12.5,1.0
2023-03-25 05:30:00,lj_bezigrad,2.0,14.0,0.0,12.2,1.4
2023-03-25 06:00:00,lj_bezigrad,166.0,13.2,0.0,12.1,0.4
2023-03-25 06:30:00,lj_bezigrad,172.0,17.4,0.6,11.6,0.8
2023-03-25 07:00:00,lj_bezigrad,122.0,16.6,0.1,11.4,0.8
2023-03-25 07:30:00,lj_bezigrad,354.0,15.3,0.4,11.2,1.8
2023-03-25 08:00:00,lj_bezigrad,3.0,12.4,1.3,9.7,2.6
2023-03-25 08:30:00,lj_bezigrad,19.0,7.5,2.5,9.2,3.6
2023-03-25 09:00:00,lj_bezigrad,14.0,7.2,0.4,8.8,3.5
2023-03-25 09:30:00,lj_bezigrad,43.0,6.2,2.3,8.3,4.2
2023-03-25 10:00:00,lj_bezigrad,4.0,6.4,1.5,8.2,2.6
2023-03-25 10:30:00,lj_bezigrad,360.0,9.0,0.4,8.3,1.8
2023-03-25 11:00:00,lj_bezigrad,16.0,2.5,0.9,8.1,1.7
2023-03-25 11:30:00,lj_bezigrad,66.0,2.7,1.9,7.9,1.2
2023-03-25 12:00:00,lj_bezigrad,142.0,1.9,1.7,7.4,0.9
2023-03-25 12:30:00,lj_bezigrad,179.0,2.3,1.0,7.5,0.8
2023-03-25 13:00:00,lj_bezigrad,200.0,7.1,0.0,7.6,2.0
2023-03-25 13:30:00,lj_bezigrad,230.0,3.6,0.0,7.5,2.1
2023-03-25 14:00:00,lj_bezigrad,105.0,2.0,0.0,8.2,0.7
2023-03-25 14:30:00,lj_bezigrad,137.0,2.5,0.0,10.0,1.8
2023-03-25 15:00:00,lj_bezigrad,140.0,1.3,0.0,10.2,1.7
2023-03-25 15:30:00,lj_bezigrad,88.0,1.8,0.0,11.3,1.6
2023-03-25 16:00:00,lj_bezigrad,63.0,2.0,0.0,10.6,1.2
2023-03-25 16:30:00,lj_bezigrad,126.0,2.5,0.0,10.3,1.1
2023-03-25 17:00:00,lj_bezigrad,208.0,2.7,0.0,11.3,1.3
2023-03-25 17:30:00,lj_bezigrad,103.0,2.5,0.0,10.7,1.0
2023-03-25 18:00:00,lj_bezigrad,86.0,3.8,0.0,9.9,0.9
2023-03-25 18:30:00,lj_bezigrad,43.0,6.1,0.0,9.3,1.3
2023-03-25 19:00:00,lj_bezigrad,14.0,8.8,0.0,8.4,0.8
2023-03-25 19:30:00,lj_bezigrad,4.0,11.0,0.0,8.0,1.1
2023-03-25 20:00:00,lj_bezigrad,358.0,15.5,0.0,7.7,1.2
2023-03-25 20:30:00,lj_bezigrad,49.0,15.9,0.0,7.1,1.6
2023-03-25 21:00:00,lj_bezigrad,301.0,16.2,0.0,6.4,0.5
2023-03-25 21:30:00,lj_bezigrad,209.0,20.8,0.0,5.9,0.5
2023-03-25 22:00:00,lj_bezigrad,231.0,27.5,0.0,5.8,0.8
2023-03-25 22:30:00,lj_bezigrad,203.0,21.5,0.0,6.1,1.6
2023-03-25 23:00:00,lj_bezigrad,28.0,23.0,0.0,5.3,1.4
2023-03-25 23:30:00,lj_bezigrad,114.0,22.2,0.0,4.9,1.4
2023-03-26 00:00:00,lj_bezigrad,15.0,20.2,0.0,5.1,0.9
2023-03-26 00:30:00,lj_bezigrad,28.0,21.8,0.0,5.1,1.3
2023-03-26 01:00:00,lj_bezigrad,58.0,23.6,0.0,5.1,1.4
2023-03-26 01:30:00,lj_bezigrad,32.0,20.9,0.0,5.0,0.7
2023-03-26 02:00:00,lj_bezigrad,63.0,19.9,0.0,4.9,1.1
2023-03-26 02:30:00,lj_bezigrad,58.0,21.9,0.0,4.8,0.6
2023-03-26 03:00:00,lj_bezigrad,58.0,23.3,0.0,4.9,1.3
2023-03-26 03:30:00,lj_bezigrad,48.0,21.9,0.0,4.9,0.9
2023-03-26 04:00:00,lj_bezigrad,56.0,20.7,0.0,4.9,0.5
2023-03-26 04:30:00,lj_bezigrad,49.0,19.4,0.0,4.6,1.9
2023-03-26 05:00:00,lj_bezigrad,6.0,17.2,0.0,4.4,0.6
2023-03-26 05:30:00,lj_bezigrad,60.0,18.3,0.0,4.5,0.7
2023-03-26 06:00:00,lj_bezigrad,88.0,17.6,0.0,4.3,1.0
2023-03-26 06:30:00,lj_bezigrad,48.0,18.2,0.0,4.4,1.5
2023-03-26 07:00:00,lj_bezigrad,34.0,19.7,0.0,4.3,1.2
2023-03-26 07:30:00,lj_bezigrad,50.0,18.3,0.0,4.3,0.8
2023-03-26 08:00:00,lj_bezigrad,32.0,18.7,0.0,4.6,0.7
2023-03-26 08:30:00,lj_bezigrad,77.0,18.2,0.0,4.8,0.8
2023-03-26 09:00:00,lj_bezigrad,84.0,19.5,0.0,5.2,1.4
2023-03-26 09:30:00,lj_bezigrad,102.0,20.6,0.0,5.6,0.6
2023-03-26 10:00:00,lj_bezigrad,351.0,22.1,0.0,6.7,0.8
2023-03-26 10:30:00,lj_bezigrad,260.0,20.5,0.0,8.6,0.9
2023-03-26 11:00:00,lj_bezigrad,28.0,20.2,0.0,10.0,1.3
2023-03-26 11:30:00,lj_bezigrad,357.0,16.9,0.0,10.1,0.8
2023-03-26 12:00:00,lj_bezigrad,25.0,15.2,0.0,11.2,1.0
2023-03-26 12:30:00,lj_bezigrad,36.0,11.9,0.0,12.0,1.3
2023-03-26 13:00:00,lj_bezigrad,339.0,10.0,0.0,12.7,0.6
2023-03-26 13:30:00,lj_bezigrad,45.0,11.2,0.0,13.4,1.4
2023-03-26 14:00:00,lj_bezigrad,46.0,11.2,0.0,14.8,2.3
